chromosome,source,feature,start,end,score,strand,frame,attributes,line_number,gene_id
LR134336.1,EMBL,gene,580754,582098,,+,,ID=gene-NCTC11427_00574;Name=rheB;gbkey=Gene;gene=rheB;gene_biotype=protein_coding;locus_tag=NCTC11427_00574,1171,gene-NCTC11427_00574
LR134336.1,EMBL,gene,582340,583720,,+,,ID=gene-NCTC11427_00575;Name=NCTC11427_00575;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00575,1173,gene-NCTC11427_00575
LR134336.1,EMBL,gene,584060,585257,,+,,ID=gene-NCTC11427_00576;Name=metK;gbkey=Gene;gene=metK;gene_biotype=protein_coding;locus_tag=NCTC11427_00576,1175,gene-NCTC11427_00576
LR134336.1,EMBL,gene,585318,585618,,-,,ID=gene-NCTC11427_00577;Name=NCTC11427_00577;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00577,1177,gene-NCTC11427_00577
LR134336.1,EMBL,gene,585676,586129,,-,,ID=gene-NCTC11427_00578;Name=NCTC11427_00578;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00578,1179,gene-NCTC11427_00578
LR134336.1,EMBL,gene,586305,587208,,+,,ID=gene-NCTC11427_00579;Name=NCTC11427_00579;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00579,1181,gene-NCTC11427_00579
LR134336.1,EMBL,gene,587262,587877,,+,,ID=gene-NCTC11427_00580;Name=NCTC11427_00580;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00580,1183,gene-NCTC11427_00580
LR134336.1,EMBL,gene,587919,590178,,-,,ID=gene-NCTC11427_00581;Name=clpE;gbkey=Gene;gene=clpE;gene_biotype=protein_coding;locus_tag=NCTC11427_00581,1185,gene-NCTC11427_00581
LR134336.1,EMBL,gene,590417,590648,,-,,ID=gene-NCTC11427_00582;Name=ykuJ;gbkey=Gene;gene=ykuJ;gene_biotype=protein_coding;locus_tag=NCTC11427_00582,1187,gene-NCTC11427_00582
LR134336.1,EMBL,gene,590839,591523,,+,,ID=gene-NCTC11427_00583;Name=artQ_2;gbkey=Gene;gene=artQ_2;gene_biotype=protein_coding;locus_tag=NCTC11427_00583,1189,gene-NCTC11427_00583
LR134336.1,EMBL,gene,591522,592257,,+,,ID=gene-NCTC11427_00584;Name=artM_3;gbkey=Gene;gene=artM_3;gene_biotype=protein_coding;locus_tag=NCTC11427_00584,1191,gene-NCTC11427_00584
LR134336.1,EMBL,gene,592290,592611,,+,,ID=gene-NCTC11427_00585;Name=NCTC11427_00585;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00585,1193,gene-NCTC11427_00585
LR134336.1,EMBL,gene,592759,593617,,+,,ID=gene-NCTC11427_00586;Name=folD;gbkey=Gene;gene=folD;gene_biotype=protein_coding;locus_tag=NCTC11427_00586,1195,gene-NCTC11427_00586
LR134336.1,EMBL,gene,593621,594395,,+,,ID=gene-NCTC11427_00587;Name=NCTC11427_00587;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00587,1197,gene-NCTC11427_00587
LR134336.1,EMBL,gene,594451,595303,,+,,ID=gene-NCTC11427_00588;Name=nnrD;gbkey=Gene;gene=nnrD;gene_biotype=protein_coding;locus_tag=NCTC11427_00588,1199,gene-NCTC11427_00588
LR134336.1,EMBL,gene,595502,597992,,+,,ID=gene-NCTC11427_00589;Name=dinG;gbkey=Gene;gene=dinG;gene_biotype=protein_coding;locus_tag=NCTC11427_00589,1201,gene-NCTC11427_00589
LR134336.1,EMBL,gene,597997,599221,,+,,ID=gene-NCTC11427_00590;Name=rodA;gbkey=Gene;gene=rodA;gene_biotype=protein_coding;locus_tag=NCTC11427_00590,1203,gene-NCTC11427_00590
LR134336.1,EMBL,gene,599231,599786,,+,,ID=gene-NCTC11427_00591;Name=yajL;gbkey=Gene;gene=yajL;gene_biotype=protein_coding;locus_tag=NCTC11427_00591,1205,gene-NCTC11427_00591
LR134336.1,EMBL,gene,600159,601023,,+,,ID=gene-NCTC11427_00592;Name=rgg;gbkey=Gene;gene=rgg;gene_biotype=protein_coding;locus_tag=NCTC11427_00592,1207,gene-NCTC11427_00592
LR134336.1,EMBL,gene,601112,605837,,+,,ID=gene-NCTC11427_00593;Name=gtfC;gbkey=Gene;gene=gtfC;gene_biotype=protein_coding;locus_tag=NCTC11427_00593,1209,gene-NCTC11427_00593
LR134336.1,EMBL,gene,606288,606861,,+,,ID=gene-NCTC11427_00594;Name=gph;gbkey=Gene;gene=gph;gene_biotype=protein_coding;locus_tag=NCTC11427_00594,1211,gene-NCTC11427_00594
LR134336.1,EMBL,gene,606874,608821,,+,,ID=gene-NCTC11427_00595;Name=gyrB;gbkey=Gene;gene=gyrB;gene_biotype=protein_coding;locus_tag=NCTC11427_00595,1213,gene-NCTC11427_00595
LR134336.1,EMBL,gene,608901,610629,,+,,ID=gene-NCTC11427_00596;Name=ezrA;gbkey=Gene;gene=ezrA;gene_biotype=protein_coding;locus_tag=NCTC11427_00596,1215,gene-NCTC11427_00596
LR134336.1,EMBL,gene,610781,612122,,+,,ID=gene-NCTC11427_00597;Name=pgdA;gbkey=Gene;gene=pgdA;gene_biotype=protein_coding;locus_tag=NCTC11427_00597,1217,gene-NCTC11427_00597
LR134336.1,EMBL,gene,612203,613046,,+,,ID=gene-NCTC11427_00598;Name=yvgN;gbkey=Gene;gene=yvgN;gene_biotype=protein_coding;locus_tag=NCTC11427_00598,1219,gene-NCTC11427_00598
LR134336.1,EMBL,gene,613335,617847,,+,,ID=gene-NCTC11427_00599;Name=scpA_1;gbkey=Gene;gene=scpA_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00599,1221,gene-NCTC11427_00599
LR134336.1,EMBL,gene,618164,618536,,+,,ID=gene-NCTC11427_00601;Name=NCTC11427_00601;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00601,1223,gene-NCTC11427_00601
LR134336.1,EMBL,gene,618747,619665,,+,,ID=gene-NCTC11427_00602;Name=glyQ;gbkey=Gene;gene=glyQ;gene_biotype=protein_coding;locus_tag=NCTC11427_00602,1225,gene-NCTC11427_00602
LR134336.1,EMBL,gene,619924,621961,,+,,ID=gene-NCTC11427_00603;Name=glyS;gbkey=Gene;gene=glyS;gene_biotype=protein_coding;locus_tag=NCTC11427_00603,1227,gene-NCTC11427_00603
LR134336.1,EMBL,gene,622002,622260,,+,,ID=gene-NCTC11427_00604;Name=ynzC;gbkey=Gene;gene=ynzC;gene_biotype=protein_coding;locus_tag=NCTC11427_00604,1229,gene-NCTC11427_00604
LR134336.1,EMBL,gene,622343,623588,,-,,ID=gene-NCTC11427_00605;Name=azr_1;gbkey=Gene;gene=azr_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00605,1231,gene-NCTC11427_00605
LR134336.1,EMBL,gene,623605,624211,,-,,ID=gene-NCTC11427_00606;Name=azr_2;gbkey=Gene;gene=azr_2;gene_biotype=protein_coding;locus_tag=NCTC11427_00606,1233,gene-NCTC11427_00606
LR134336.1,EMBL,gene,624229,625192,,-,,ID=gene-NCTC11427_00607;Name=apbE;gbkey=Gene;gene=apbE;gene_biotype=protein_coding;locus_tag=NCTC11427_00607,1235,gene-NCTC11427_00607
LR134336.1,EMBL,gene,625466,626846,,+,,ID=gene-NCTC11427_00608;Name=NCTC11427_00608;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00608,1237,gene-NCTC11427_00608
LR134336.1,EMBL,gene,627103,627979,,+,,ID=gene-NCTC11427_00609;Name=pdx1;gbkey=Gene;gene=pdx1;gene_biotype=protein_coding;locus_tag=NCTC11427_00609,1239,gene-NCTC11427_00609
LR134336.1,EMBL,gene,627979,628561,,+,,ID=gene-NCTC11427_00610;Name=pdxT;gbkey=Gene;gene=pdxT;gene_biotype=protein_coding;locus_tag=NCTC11427_00610,1241,gene-NCTC11427_00610
LR134336.1,EMBL,gene,628580,629228,,-,,ID=gene-NCTC11427_00611;Name=yqfA;gbkey=Gene;gene=yqfA;gene_biotype=protein_coding;locus_tag=NCTC11427_00611,1243,gene-NCTC11427_00611
LR134336.1,EMBL,gene,629224,629671,,-,,ID=gene-NCTC11427_00612;Name=NCTC11427_00612;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00612,1245,gene-NCTC11427_00612
LR134336.1,EMBL,gene,629805,630300,,+,,ID=gene-NCTC11427_00613;Name=NCTC11427_00613;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00613,1247,gene-NCTC11427_00613
LR134336.1,EMBL,gene,630296,630812,,+,,ID=gene-NCTC11427_00614;Name=ogt;gbkey=Gene;gene=ogt;gene_biotype=protein_coding;locus_tag=NCTC11427_00614,1249,gene-NCTC11427_00614
LR134336.1,EMBL,gene,630824,631181,,+,,ID=gene-NCTC11427_00615;Name=spxA_1;gbkey=Gene;gene=spxA_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00615,1251,gene-NCTC11427_00615
LR134336.1,EMBL,gene,631337,632138,,+,,ID=gene-NCTC11427_00616;Name=yxeN;gbkey=Gene;gene=yxeN;gene_biotype=protein_coding;locus_tag=NCTC11427_00616,1253,gene-NCTC11427_00616
LR134336.1,EMBL,gene,632137,632881,,+,,ID=gene-NCTC11427_00617;Name=tcyN;gbkey=Gene;gene=tcyN;gene_biotype=protein_coding;locus_tag=NCTC11427_00617,1255,gene-NCTC11427_00617
LR134336.1,EMBL,gene,632958,633183,,+,,ID=gene-NCTC11427_00618;Name=NCTC11427_00618;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00618,1257,gene-NCTC11427_00618
LR134336.1,EMBL,gene,633248,634160,,+,,ID=gene-NCTC11427_00619;Name=trxA_1;gbkey=Gene;gene=trxA_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00619,1259,gene-NCTC11427_00619
LR134336.1,EMBL,gene,634196,634925,,-,,ID=gene-NCTC11427_00620;Name=NCTC11427_00620;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00620,1261,gene-NCTC11427_00620
LR134336.1,EMBL,gene,634969,635581,,-,,ID=gene-NCTC11427_00621;Name=def;gbkey=Gene;gene=def;gene_biotype=protein_coding;locus_tag=NCTC11427_00621,1263,gene-NCTC11427_00621
LR134336.1,EMBL,gene,635736,637056,,+,,ID=gene-NCTC11427_00622;Name=NCTC11427_00622;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00622,1265,gene-NCTC11427_00622
LR134336.1,EMBL,gene,637079,637907,,+,,ID=gene-NCTC11427_00623;Name=supH;gbkey=Gene;gene=supH;gene_biotype=protein_coding;locus_tag=NCTC11427_00623,1267,gene-NCTC11427_00623
LR134336.1,EMBL,gene,637908,638544,,+,,ID=gene-NCTC11427_00624;Name=NCTC11427_00624;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00624,1269,gene-NCTC11427_00624
LR134336.1,EMBL,gene,638602,638947,,+,,ID=gene-NCTC11427_00625;Name=ssrA;gbkey=Gene;gene=ssrA;gene_biotype=tmRNA;locus_tag=NCTC11427_00625,1271,gene-NCTC11427_00625
LR134336.1,EMBL,gene,639020,639110,,+,,ID=gene-NCTC11427_00626;Name=NCTC11427_00626;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00626,1274,gene-NCTC11427_00626
LR134336.1,EMBL,gene,639188,640148,,+,,ID=gene-NCTC11427_00627;Name=NCTC11427_00627;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00627,1277,gene-NCTC11427_00627
LR134336.1,EMBL,gene,640316,640406,,-,,ID=gene-NCTC11427_00628;Name=NCTC11427_00628;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00628,1279,gene-NCTC11427_00628
LR134336.1,EMBL,gene,640566,641307,,+,,ID=gene-NCTC11427_00629;Name=fruR;gbkey=Gene;gene=fruR;gene_biotype=protein_coding;locus_tag=NCTC11427_00629,1282,gene-NCTC11427_00629
LR134336.1,EMBL,gene,641303,642215,,+,,ID=gene-NCTC11427_00630;Name=fruB;gbkey=Gene;gene=fruB;gene_biotype=protein_coding;locus_tag=NCTC11427_00630,1284,gene-NCTC11427_00630
LR134336.1,EMBL,gene,642211,644164,,+,,ID=gene-NCTC11427_00631;Name=fruA;gbkey=Gene;gene=fruA;gene_biotype=protein_coding;locus_tag=NCTC11427_00631,1286,gene-NCTC11427_00631
LR134336.1,EMBL,gene,644250,646557,,+,,ID=gene-NCTC11427_00632;Name=ftsK;gbkey=Gene;gene=ftsK;gene_biotype=protein_coding;locus_tag=NCTC11427_00632,1288,gene-NCTC11427_00632
LR134336.1,EMBL,gene,646601,647027,,-,,ID=gene-NCTC11427_00633;Name=NCTC11427_00633;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00633,1290,gene-NCTC11427_00633
LR134336.1,EMBL,gene,647164,648307,,+,,ID=gene-NCTC11427_00634;Name=iscS;gbkey=Gene;gene=iscS;gene_biotype=protein_coding;locus_tag=NCTC11427_00634,1292,gene-NCTC11427_00634
LR134336.1,EMBL,gene,648315,649530,,+,,ID=gene-NCTC11427_00635;Name=thiI;gbkey=Gene;gene=thiI;gene_biotype=protein_coding;locus_tag=NCTC11427_00635,1294,gene-NCTC11427_00635
LR134336.1,EMBL,gene,649666,650491,,+,,ID=gene-NCTC11427_00636;Name=NCTC11427_00636;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00636,1296,gene-NCTC11427_00636
LR134336.1,EMBL,gene,650511,651252,,+,,ID=gene-NCTC11427_00637;Name=NCTC11427_00637;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00637,1298,gene-NCTC11427_00637
LR134336.1,EMBL,gene,651264,652431,,+,,ID=gene-NCTC11427_00638;Name=NCTC11427_00638;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00638,1300,gene-NCTC11427_00638
LR134336.1,EMBL,gene,652588,653458,,+,,ID=gene-NCTC11427_00639;Name=gla;gbkey=Gene;gene=gla;gene_biotype=protein_coding;locus_tag=NCTC11427_00639,1302,gene-NCTC11427_00639
LR134336.1,EMBL,gene,653568,654294,,+,,ID=gene-NCTC11427_00640;Name=cppA;gbkey=Gene;gene=cppA;gene_biotype=protein_coding;locus_tag=NCTC11427_00640,1304,gene-NCTC11427_00640
LR134336.1,EMBL,gene,654290,655226,,+,,ID=gene-NCTC11427_00641;Name=ampH;gbkey=Gene;gene=ampH;gene_biotype=protein_coding;locus_tag=NCTC11427_00641,1306,gene-NCTC11427_00641
LR134336.1,EMBL,gene,655234,656140,,+,,ID=gene-NCTC11427_00642;Name=yicL_2;gbkey=Gene;gene=yicL_2;gene_biotype=protein_coding;locus_tag=NCTC11427_00642,1308,gene-NCTC11427_00642
LR134336.1,EMBL,gene,656184,657468,,-,,ID=gene-NCTC11427_00643;Name=pyrP;gbkey=Gene;gene=pyrP;gene_biotype=protein_coding;locus_tag=NCTC11427_00643,1310,gene-NCTC11427_00643
LR134336.1,EMBL,gene,657939,658653,,-,,ID=gene-NCTC11427_00644;Name=gidB;gbkey=Gene;gene=gidB;gene_biotype=protein_coding;locus_tag=NCTC11427_00644,1312,gene-NCTC11427_00644
LR134336.1,EMBL,gene,658746,659307,,+,,ID=gene-NCTC11427_00645;Name=lemA;gbkey=Gene;gene=lemA;gene_biotype=protein_coding;locus_tag=NCTC11427_00645,1314,gene-NCTC11427_00645
LR134336.1,EMBL,gene,659308,660208,,+,,ID=gene-NCTC11427_00646;Name=htpX;gbkey=Gene;gene=htpX;gene_biotype=protein_coding;locus_tag=NCTC11427_00646,1316,gene-NCTC11427_00646
LR134336.1,EMBL,gene,660252,661812,,-,,ID=gene-NCTC11427_00647;Name=yheS_1;gbkey=Gene;gene=yheS_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00647,1318,gene-NCTC11427_00647
LR134336.1,EMBL,gene,662151,662481,,-,,ID=gene-NCTC11427_00648;Name=NCTC11427_00648;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00648,1320,gene-NCTC11427_00648
LR134336.1,EMBL,gene,662648,663191,,+,,ID=gene-NCTC11427_00649;Name=NCTC11427_00649;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00649,1322,gene-NCTC11427_00649
LR134336.1,EMBL,gene,663191,663821,,+,,ID=gene-NCTC11427_00650;Name=nth;gbkey=Gene;gene=nth;gene_biotype=protein_coding;locus_tag=NCTC11427_00650,1324,gene-NCTC11427_00650
LR134336.1,EMBL,gene,664032,664554,,+,,ID=gene-NCTC11427_00652;Name=pyrR;gbkey=Gene;gene=pyrR;gene_biotype=protein_coding;locus_tag=NCTC11427_00652,1326,gene-NCTC11427_00652
LR134336.1,EMBL,gene,664572,665511,,+,,ID=gene-NCTC11427_00653;Name=pyrB;gbkey=Gene;gene=pyrB;gene_biotype=protein_coding;locus_tag=NCTC11427_00653,1328,gene-NCTC11427_00653
LR134336.1,EMBL,gene,665545,666625,,+,,ID=gene-NCTC11427_00654;Name=carA;gbkey=Gene;gene=carA;gene_biotype=protein_coding;locus_tag=NCTC11427_00654,1330,gene-NCTC11427_00654
LR134336.1,EMBL,gene,667073,670250,,+,,ID=gene-NCTC11427_00655;Name=carB;gbkey=Gene;gene=carB;gene_biotype=protein_coding;locus_tag=NCTC11427_00655,1332,gene-NCTC11427_00655
LR134336.1,EMBL,gene,670794,672129,,+,,ID=gene-NCTC11427_00656;Name=mntH;gbkey=Gene;gene=mntH;gene_biotype=protein_coding;locus_tag=NCTC11427_00656,1334,gene-NCTC11427_00656
LR134336.1,EMBL,gene,672246,672489,,-,,ID=gene-NCTC11427_00657;Name=rpmE;gbkey=Gene;gene=rpmE;gene_biotype=protein_coding;locus_tag=NCTC11427_00657,1336,gene-NCTC11427_00657
LR134336.1,EMBL,gene,672652,673522,,-,,ID=gene-NCTC11427_00658;Name=NCTC11427_00658;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00658,1338,gene-NCTC11427_00658
LR134336.1,EMBL,gene,673629,674574,,-,,ID=gene-NCTC11427_00659;Name=nrnA;gbkey=Gene;gene=nrnA;gene_biotype=protein_coding;locus_tag=NCTC11427_00659,1340,gene-NCTC11427_00659
LR134336.1,EMBL,gene,674677,675121,,+,,ID=gene-NCTC11427_00660;Name=NCTC11427_00660;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00660,1342,gene-NCTC11427_00660
LR134336.1,EMBL,gene,675238,675505,,+,,ID=gene-NCTC11427_00661;Name=NCTC11427_00661;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00661,1344,gene-NCTC11427_00661
LR134336.1,EMBL,gene,675501,675876,,+,,ID=gene-NCTC11427_00662;Name=crcB2;gbkey=Gene;gene=crcB2;gene_biotype=protein_coding;locus_tag=NCTC11427_00662,1346,gene-NCTC11427_00662
LR134336.1,EMBL,gene,675869,676199,,+,,ID=gene-NCTC11427_00663;Name=crcB1;gbkey=Gene;gene=crcB1;gene_biotype=protein_coding;locus_tag=NCTC11427_00663,1348,gene-NCTC11427_00663
LR134336.1,EMBL,gene,676317,676665,,+,,ID=gene-NCTC11427_00664;Name=rplS;gbkey=Gene;gene=rplS;gene_biotype=protein_coding;locus_tag=NCTC11427_00664,1350,gene-NCTC11427_00664
LR134336.1,EMBL,gene,676707,676779,,+,,ID=gene-NCTC11427_00665;Name=NCTC11427_00665;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00665,1352,gene-NCTC11427_00665
LR134336.1,EMBL,gene,677285,677465,,-,,ID=gene-NCTC11427_00666;Name=NCTC11427_00666;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00666,1355,gene-NCTC11427_00666
LR134336.1,EMBL,gene,677872,678106,,+,,ID=gene-NCTC11427_00667;Name=NCTC11427_00667;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00667,1357,gene-NCTC11427_00667
LR134336.1,EMBL,gene,678126,678681,,+,,ID=gene-NCTC11427_00668;Name=NCTC11427_00668;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00668,1359,gene-NCTC11427_00668
LR134336.1,EMBL,gene,678750,679173,,+,,ID=gene-NCTC11427_00669;Name=NCTC11427_00669;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00669,1361,gene-NCTC11427_00669
LR134336.1,EMBL,gene,679184,679607,,+,,ID=gene-NCTC11427_00670;Name=NCTC11427_00670;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00670,1363,gene-NCTC11427_00670
LR134336.1,EMBL,gene,679716,680280,,+,,ID=gene-NCTC11427_00671;Name=NCTC11427_00671;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00671,1365,gene-NCTC11427_00671
LR134336.1,EMBL,gene,680334,681207,,+,,ID=gene-NCTC11427_00672;Name=NCTC11427_00672;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00672,1367,gene-NCTC11427_00672
LR134336.1,EMBL,gene,681295,681457,,+,,ID=gene-NCTC11427_00673;Name=NCTC11427_00673;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00673,1369,gene-NCTC11427_00673
LR134336.1,EMBL,gene,681457,682345,,+,,ID=gene-NCTC11427_00674;Name=ifs;gbkey=Gene;gene=ifs;gene_biotype=protein_coding;locus_tag=NCTC11427_00674,1371,gene-NCTC11427_00674
LR134336.1,EMBL,gene,682362,682689,,+,,ID=gene-NCTC11427_00675;Name=NCTC11427_00675;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00675,1373,gene-NCTC11427_00675
LR134336.1,EMBL,gene,682752,683247,,+,,ID=gene-NCTC11427_00676;Name=NCTC11427_00676;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00676,1375,gene-NCTC11427_00676
LR134336.1,EMBL,gene,683279,683756,,+,,ID=gene-NCTC11427_00677;Name=NCTC11427_00677;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00677,1377,gene-NCTC11427_00677
LR134336.1,EMBL,gene,683856,684663,,-,,ID=gene-NCTC11427_00678;Name=NCTC11427_00678;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00678,1379,gene-NCTC11427_00678
LR134336.1,EMBL,gene,684672,685980,,-,,ID=gene-NCTC11427_00679;Name=NCTC11427_00679;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00679,1381,gene-NCTC11427_00679
LR134336.1,EMBL,gene,686051,686429,,+,,ID=gene-NCTC11427_00680;Name=NCTC11427_00680;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00680,1383,gene-NCTC11427_00680
LR134336.1,EMBL,gene,686453,687536,,-,,ID=gene-NCTC11427_00681;Name=cshA_2;gbkey=Gene;gene=cshA_2;gene_biotype=protein_coding;locus_tag=NCTC11427_00681,1385,gene-NCTC11427_00681
LR134336.1,EMBL,gene,687532,688510,,-,,ID=gene-NCTC11427_00682;Name=mocA;gbkey=Gene;gene=mocA;gene_biotype=protein_coding;locus_tag=NCTC11427_00682,1387,gene-NCTC11427_00682
LR134336.1,EMBL,gene,688665,689346,,+,,ID=gene-NCTC11427_00683;Name=NCTC11427_00683;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00683,1389,gene-NCTC11427_00683
LR134336.1,EMBL,gene,689537,689852,,+,,ID=gene-NCTC11427_00684;Name=rplU;gbkey=Gene;gene=rplU;gene_biotype=protein_coding;locus_tag=NCTC11427_00684,1391,gene-NCTC11427_00684
LR134336.1,EMBL,gene,689867,690212,,+,,ID=gene-NCTC11427_00685;Name=NCTC11427_00685;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00685,1393,gene-NCTC11427_00685
LR134336.1,EMBL,gene,690228,690522,,+,,ID=gene-NCTC11427_00686;Name=rpmA;gbkey=Gene;gene=rpmA;gene_biotype=protein_coding;locus_tag=NCTC11427_00686,1395,gene-NCTC11427_00686
LR134336.1,EMBL,gene,690754,691663,,+,,ID=gene-NCTC11427_00687;Name=cysB;gbkey=Gene;gene=cysB;gene_biotype=protein_coding;locus_tag=NCTC11427_00687,1397,gene-NCTC11427_00687
LR134336.1,EMBL,gene,691659,692127,,+,,ID=gene-NCTC11427_00688;Name=lspA;gbkey=Gene;gene=lspA;gene_biotype=protein_coding;locus_tag=NCTC11427_00688,1399,gene-NCTC11427_00688
LR134336.1,EMBL,gene,692110,693010,,+,,ID=gene-NCTC11427_00689;Name=rluD;gbkey=Gene;gene=rluD;gene_biotype=protein_coding;locus_tag=NCTC11427_00689,1401,gene-NCTC11427_00689
LR134336.1,EMBL,gene,693111,694221,,+,,ID=gene-NCTC11427_00690;Name=proB;gbkey=Gene;gene=proB;gene_biotype=protein_coding;locus_tag=NCTC11427_00690,1403,gene-NCTC11427_00690
LR134336.1,EMBL,gene,694230,695493,,+,,ID=gene-NCTC11427_00691;Name=proA;gbkey=Gene;gene=proA;gene_biotype=protein_coding;locus_tag=NCTC11427_00691,1405,gene-NCTC11427_00691
LR134336.1,EMBL,gene,695496,696294,,+,,ID=gene-NCTC11427_00692;Name=proC;gbkey=Gene;gene=proC;gene_biotype=protein_coding;locus_tag=NCTC11427_00692,1407,gene-NCTC11427_00692
LR134336.1,EMBL,gene,696414,697053,,+,,ID=gene-NCTC11427_00693;Name=tmk;gbkey=Gene;gene=tmk;gene_biotype=protein_coding;locus_tag=NCTC11427_00693,1409,gene-NCTC11427_00693
LR134336.1,EMBL,gene,697049,697940,,+,,ID=gene-NCTC11427_00694;Name=holB;gbkey=Gene;gene=holB;gene_biotype=protein_coding;locus_tag=NCTC11427_00694,1411,gene-NCTC11427_00694
LR134336.1,EMBL,gene,697976,698294,,+,,ID=gene-NCTC11427_00695;Name=NCTC11427_00695;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00695,1413,gene-NCTC11427_00695
LR134336.1,EMBL,gene,698296,699175,,+,,ID=gene-NCTC11427_00696;Name=rsmI;gbkey=Gene;gene=rsmI;gene_biotype=protein_coding;locus_tag=NCTC11427_00696,1415,gene-NCTC11427_00696
LR134336.1,EMBL,gene,699308,700643,,+,,ID=gene-NCTC11427_00697;Name=gidA_1;gbkey=Gene;gene=gidA_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00697,1417,gene-NCTC11427_00697
LR134336.1,EMBL,gene,700726,701464,,+,,ID=gene-NCTC11427_00698;Name=pyrH;gbkey=Gene;gene=pyrH;gene_biotype=protein_coding;locus_tag=NCTC11427_00698,1419,gene-NCTC11427_00698
LR134336.1,EMBL,gene,701472,702030,,+,,ID=gene-NCTC11427_00699;Name=frr;gbkey=Gene;gene=frr;gene_biotype=protein_coding;locus_tag=NCTC11427_00699,1421,gene-NCTC11427_00699
LR134336.1,EMBL,gene,702089,702944,,+,,ID=gene-NCTC11427_00700;Name=cvfB;gbkey=Gene;gene=cvfB;gene_biotype=protein_coding;locus_tag=NCTC11427_00700,1423,gene-NCTC11427_00700
LR134336.1,EMBL,gene,702955,703561,,+,,ID=gene-NCTC11427_00701;Name=NCTC11427_00701;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00701,1425,gene-NCTC11427_00701
LR134336.1,EMBL,gene,703557,703773,,+,,ID=gene-NCTC11427_00702;Name=yozE;gbkey=Gene;gene=yozE;gene_biotype=protein_coding;locus_tag=NCTC11427_00702,1427,gene-NCTC11427_00702
